system_id,system_name,domain,region,stress_type,metric,value
CSF001,Regional electricity-water-health nexus,critical_infrastructure,North America,compound_heat_outage,resilience_capacity,0.4352000000000001
CSF001,Regional electricity-water-health nexus,critical_infrastructure,North America,compound_heat_outage,cascade_potential,1.8561788255999998
CSF001,Regional electricity-water-health nexus,critical_infrastructure,North America,compound_heat_outage,failure_risk,1.2475893004130303
CSF001,Regional electricity-water-health nexus,critical_infrastructure,North America,compound_heat_outage,failure_gap,0.8123893004130303
CSF001,Regional electricity-water-health nexus,critical_infrastructure,North America,compound_heat_outage,resilience_priority_score,0.6620962551445605
CSF005,Urban heat-response network,public_health,North America,extreme_heat,coupling_pressure,0.6568
CSF005,Urban heat-response network,public_health,North America,extreme_heat,deterioration_pressure,0.5224000000000001
CSF005,Urban heat-response network,public_health,North America,extreme_heat,slack_deficit,0.5648000000000001
CSF005,Urban heat-response network,public_health,North America,extreme_heat,resilience_capacity,0.4896
CSF005,Urban heat-response network,public_health,North America,extreme_heat,cascade_potential,1.4061164539200002
CSF005,Urban heat-response network,public_health,North America,extreme_heat,failure_risk,1.0610801213455874
CSF005,Urban heat-response network,public_health,North America,extreme_heat,failure_gap,0.5714801213455873
CSF005,Urban heat-response network,public_health,North America,extreme_heat,resilience_priority_score,0.5780180424709556
CSF003,Degraded watershed flood system,watershed_ecology,South America,flood_landslide,coupling_pressure,0.5776
CSF003,Degraded watershed flood system,watershed_ecology,South America,flood_landslide,deterioration_pressure,0.6228
CSF003,Degraded watershed flood system,watershed_ecology,South America,flood_landslide,slack_deficit,0.5444
CSF003,Degraded watershed flood system,watershed_ecology,South America,flood_landslide,resilience_capacity,0.4632
CSF003,Degraded watershed flood system,watershed_ecology,South America,flood_landslide,cascade_potential,1.0877028192
CSF003,Degraded watershed flood system,watershed_ecology,South America,flood_landslide,failure_risk,0.96332887461888
CSF003,Degraded watershed flood system,watershed_ecology,South America,flood_landslide,failure_gap,0.5001288746188799
CSF003,Degraded watershed flood system,watershed_ecology,South America,flood_landslide,resilience_priority_score,0.557605106116608
CSF004,Centralized civic cloud platform,digital_infrastructure,Asia,cyber_outage,coupling_pressure,0.8087999999999999
CSF004,Centralized civic cloud platform,digital_infrastructure,Asia,cyber_outage,deterioration_pressure,0.46520000000000006
CSF004,Centralized civic cloud platform,digital_infrastructure,Asia,cyber_outage,slack_deficit,0.7064
CSF004,Centralized civic cloud platform,digital_infrastructure,Asia,cyber_outage,resilience_capacity,0.428
CSF004,Centralized civic cloud platform,digital_infrastructure,Asia,cyber_outage,cascade_potential,1.6989471628799997
CSF004,Centralized civic cloud platform,digital_infrastructure,Asia,cyber_outage,failure_risk,1.058955795935488
CSF004,Centralized civic cloud platform,digital_infrastructure,Asia,cyber_outage,failure_gap,0.6309557959354881
CSF004,Centralized civic cloud platform,digital_infrastructure,Asia,cyber_outage,resilience_priority_score,0.5548345285774208
CSF007,Distributed microgrid community network,energy_system,Europe,storm_grid_stress,coupling_pressure,0.4528
CSF007,Distributed microgrid community network,energy_system,Europe,storm_grid_stress,deterioration_pressure,0.32280000000000003
CSF007,Distributed microgrid community network,energy_system,Europe,storm_grid_stress,slack_deficit,0.302
CSF007,Distributed microgrid community network,energy_system,Europe,storm_grid_stress,resilience_capacity,0.7212000000000001
CSF007,Distributed microgrid community network,energy_system,Europe,storm_grid_stress,cascade_potential,0.6999400512
CSF007,Distributed microgrid community network,energy_system,Europe,storm_grid_stress,failure_risk,0.4721502879924479
CSF007,Distributed microgrid community network,energy_system,Europe,storm_grid_stress,failure_gap,0
CSF007,Distributed microgrid community network,energy_system,Europe,storm_grid_stress,resilience_priority_score,0.2429850128
CSF008,Regenerative watershed-city region,regional_transition,Europe,compound_climate_stress,coupling_pressure,0.42319999999999997
CSF008,Regenerative watershed-city region,regional_transition,Europe,compound_climate_stress,deterioration_pressure,0.3092
CSF008,Regenerative watershed-city region,regional_transition,Europe,compound_climate_stress,slack_deficit,0.27999999999999997
CSF008,Regenerative watershed-city region,regional_transition,Europe,compound_climate_stress,resilience_capacity,0.7484
CSF008,Regenerative watershed-city region,regional_transition,Europe,compound_climate_stress,cascade_potential,0.604564476
CSF008,Regenerative watershed-city region,regional_transition,Europe,compound_climate_stress,failure_risk,0.40526758990896006
CSF008,Regenerative watershed-city region,regional_transition,Europe,compound_climate_stress,failure_gap,0
CSF008,Regenerative watershed-city region,regional_transition,Europe,compound_climate_stress,resilience_priority_score,0.211141119
