system_id,system_name,domain,region,stress_type,metric,value
TTP002,Electrical grid and water utility nexus,critical_infrastructure,North America,heat_outage_water,justice_weighted_breakdown_risk,1.0403953041247849
TTP002,Electrical grid and water utility nexus,critical_infrastructure,North America,heat_outage_water,resilience_gap,0.5791953041247848
TTP003,Eutrophic lake watershed,watershed_ecology,Europe,nutrient_loading,effective_margin,0.43479999999999996
TTP003,Eutrophic lake watershed,watershed_ecology,Europe,nutrient_loading,threshold_pressure,0.7072
TTP003,Eutrophic lake watershed,watershed_ecology,Europe,nutrient_loading,tipping_pressure,0.8065543673241602
TTP003,Eutrophic lake watershed,watershed_ecology,Europe,nutrient_loading,regime_shift_likelihood,0.7794284848902145
TTP003,Eutrophic lake watershed,watershed_ecology,Europe,nutrient_loading,cascade_potential,1.7851266178010279
TTP003,Eutrophic lake watershed,watershed_ecology,Europe,nutrient_loading,recovery_difficulty,0.6310171151648687
TTP003,Eutrophic lake watershed,watershed_ecology,Europe,nutrient_loading,justice_weighted_breakdown_risk,1.0089116467563068
TTP003,Eutrophic lake watershed,watershed_ecology,Europe,nutrient_loading,resilience_gap,0.5741116467563069
TTP006,Centralized civic cloud platform,digital_infrastructure,Asia,cyber_outage,effective_margin,0.4476
TTP006,Centralized civic cloud platform,digital_infrastructure,Asia,cyber_outage,threshold_pressure,0.6308
TTP006,Centralized civic cloud platform,digital_infrastructure,Asia,cyber_outage,tipping_pressure,0.681754893291
TTP006,Centralized civic cloud platform,digital_infrastructure,Asia,cyber_outage,regime_shift_likelihood,0.61939666371894
TTP006,Centralized civic cloud platform,digital_infrastructure,Asia,cyber_outage,cascade_potential,2.0422201727076814
TTP006,Centralized civic cloud platform,digital_infrastructure,Asia,cyber_outage,recovery_difficulty,0.5254069323900608
TTP006,Centralized civic cloud platform,digital_infrastructure,Asia,cyber_outage,justice_weighted_breakdown_risk,0.9418917287373866
TTP006,Centralized civic cloud platform,digital_infrastructure,Asia,cyber_outage,resilience_gap,0.4942917287373866
TTP008,Regenerative regional transition,regional_transition,South America,compound_climate_stress,effective_margin,0.708
TTP008,Regenerative regional transition,regional_transition,South America,compound_climate_stress,threshold_pressure,0.46280000000000004
TTP008,Regenerative regional transition,regional_transition,South America,compound_climate_stress,tipping_pressure,0.3930230978960001
TTP008,Regenerative regional transition,regional_transition,South America,compound_climate_stress,regime_shift_likelihood,0.3788278532846401
TTP008,Regenerative regional transition,regional_transition,South America,compound_climate_stress,cascade_potential,0.8489200338909306
TTP008,Regenerative regional transition,regional_transition,South America,compound_climate_stress,recovery_difficulty,0.33402491305108484
TTP008,Regenerative regional transition,regional_transition,South America,compound_climate_stress,justice_weighted_breakdown_risk,0.5498885171846983
TTP008,Regenerative regional transition,regional_transition,South America,compound_climate_stress,resilience_gap,0
TTP007,Restored wetland floodplain,ecological_infrastructure,Europe,flood_rainfall,effective_margin,0.7172000000000001
TTP007,Restored wetland floodplain,ecological_infrastructure,Europe,flood_rainfall,threshold_pressure,0.42280000000000006
TTP007,Restored wetland floodplain,ecological_infrastructure,Europe,flood_rainfall,tipping_pressure,0.34925850395688
TTP007,Restored wetland floodplain,ecological_infrastructure,Europe,flood_rainfall,regime_shift_likelihood,0.3375478913453392
TTP007,Restored wetland floodplain,ecological_infrastructure,Europe,flood_rainfall,cascade_potential,0.6999960155394414
TTP007,Restored wetland floodplain,ecological_infrastructure,Europe,flood_rainfall,recovery_difficulty,0.2984153252305085
TTP007,Restored wetland floodplain,ecological_infrastructure,Europe,flood_rainfall,justice_weighted_breakdown_risk,0.4660441592351076
TTP007,Restored wetland floodplain,ecological_infrastructure,Europe,flood_rainfall,resilience_gap,0
