scenario,system_id,system_name,domain,region,stress_type,visible_performance,stress_accumulation,buffer_erosion,deferred_maintenance,institutional_drift,signal_normalization,standard_erosion,threshold_proximity,adaptation_debt,ecological_support_erosion,social_strain,trust_erosion,monitoring_capacity,response_capacity,justice_pressure,system_criticality,stress_reduction,buffer_restoration,maintenance_reduction,drift_reduction,signal_denormalization,standards_restoration,threshold_reduction,adaptation_debt_reduction,ecological_restoration,social_strain_reduction,trust_repair,monitoring_gain,response_gain,hidden_stress_index,drift_index,latent_instability,resilience_margin,performance_misalignment,fragility_score,justice_weighted_fragility,resilience_gap,fragility_band,margin_band,diagnostic_priority
baseline,FHS005,Centralized digital civic platform,digital_infrastructure,Asia,cyber_outage,0.82,0.66,0.68,0.52,0.56,0.6,0.58,0.54,0.62,0.24,0.42,0.5,0.64,0.48,0.44,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5376,0.5484,0.5858559999999999,0.4603999999999999,0.3575999999999999,0.6215069952,0.7172190724607999,0.25681907246079994,elevated,moderate,performance_metric_redesign
baseline,FHS007,Community microgrid network,energy_system,Europe,storm_grid_stress,0.8,0.38,0.32,0.3,0.34,0.36,0.3,0.34,0.28,0.26,0.34,0.28,0.76,0.72,0.3,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0.31460000000000005,0.32320000000000004,0.38763600000000004,0.7051999999999999,0.11460000000000004,0.345676352,0.38197236896000003,0,moderate,elevated,monitor_and_rebuild_margin
baseline,FHS008,Regenerative watershed-city region,regional_transition,Europe,compound_climate_stress,0.78,0.34,0.3,0.28,0.32,0.3,0.28,0.32,0.26,0.24,0.3,0.26,0.8,0.76,0.28,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0.288,0.2884,0.35656,0.7348,0.06800000000000006,0.302238464,0.331857833472,0,lower,elevated,monitor_and_rebuild_margin
justice_centered_stress_relief,FHS006,Dryland smallholder farming region,food_water_system,Sub-Saharan Africa,drought_heat,0.64,0.7055999999999999,0.6536,0.46440000000000003,0.5207999999999999,0.5576000000000001,0.504,0.7215999999999999,0.5904,0.6552,0.6080000000000001,0.44079999999999997,0.6,0.58,0.78,0.76,0.16,0.14,0.14,0.16,0.18,0.16,0.12,0.18,0.16,0.24,0.24,0.18,0.22,0.5980239999999999,0.511232,0.65354064,0.45108800000000004,0.2380239999999999,0.617036317184,0.7854872317752319,0.3343992317752319,elevated,moderate,justice_centered_margin_repair
justice_centered_stress_relief,FHS002,Overloaded public health system,public_health,Latin America,heat_disease_workforce,0.74,0.6384,0.5332,0.49879999999999997,0.588,0.5412,0.5376,0.528,0.6396000000000001,0.2856,0.6232,0.4864,0.6799999999999999,0.66,0.76,0.9,0.16,0.14,0.14,0.16,0.18,0.16,0.12,0.18,0.16,0.24,0.24,0.18,0.22,0.539628,0.525352,0.59001368,0.565272,0.279628,0.60796054592,0.7696780511347201,0.2044060511347201,elevated,moderate,justice_centered_margin_repair
justice_centered_stress_relief,FHS003,Degraded watershed and water utility,watershed_ecology,South America,drought_flood,0.7,0.6552,0.602,0.48160000000000003,0.4536,0.4756,0.4368,0.6688000000000001,0.492,0.6888,0.3952,0.3496,0.6599999999999999,0.64,0.5,0.78,0.16,0.14,0.14,0.16,0.18,0.16,0.12,0.18,0.16,0.24,0.24,0.18,0.22,0.5347280000000001,0.44060000000000005,0.6060932800000001,0.5069359999999999,0.23472800000000005,0.5607716119040002,0.6589066439872002,0.15197064398720028,moderate,moderate,monitor_and_rebuild_margin
justice_centered_stress_relief,FHS001,Aging coastal bridge network,critical_infrastructure,North America,storm_surge_flood,0.78,0.6048,0.5676,0.6364,0.48719999999999997,0.5084000000000001,0.504,0.5984,0.45920000000000005,0.35279999999999995,0.38,0.3648,0.72,0.68,0.52,0.86,0.16,0.14,0.14,0.16,0.18,0.16,0.12,0.18,0.16,0.24,0.24,0.18,0.22,0.49608,0.468248,0.5876224000000001,0.555304,0.2760800000000001,0.5678551526400001,0.6712047904204801,0.11590079042048007,moderate,moderate,performance_metric_redesign
justice_centered_stress_relief,FHS004,Just-in-time food distribution corridor,food_supply_chain,Global,supply_disruption,0.86,0.5712,0.6192,0.3956,0.42,0.4756,0.4536,0.5456,0.5248,0.252,0.42560000000000003,0.33440000000000003,0.76,0.62,0.62,0.84,0.16,0.14,0.14,0.16,0.18,0.16,0.12,0.18,0.16,0.24,0.24,0.18,0.22,0.46261599999999997,0.418872,0.54578256,0.5424640000000001,0.3226159999999999,0.537333671424,0.6539350781230081,0.11147107812300805,moderate,moderate,performance_metric_redesign
justice_centered_stress_relief,FHS005,Centralized digital civic platform,digital_infrastructure,Asia,cyber_outage,0.82,0.5544,0.5848,0.4472,0.47040000000000004,0.492,0.48719999999999997,0.4752,0.5084000000000001,0.20159999999999997,0.3192,0.38,0.8200000000000001,0.7,0.44,0.82,0.16,0.14,0.14,0.16,0.18,0.16,0.12,0.18,0.16,0.24,0.24,0.18,0.22,0.44443599999999994,0.43992000000000003,0.5153133599999999,0.600432,0.2644359999999999,0.511357085312,0.5901060764500479,0,moderate,moderate,performance_metric_redesign
justice_centered_stress_relief,FHS007,Community microgrid network,energy_system,Europe,storm_grid_stress,0.8,0.3192,0.2752,0.258,0.2856,0.2952,0.252,0.2992,0.22960000000000003,0.2184,0.2584,0.21280000000000002,0.94,0.94,0.3,0.7,0.16,0.14,0.14,0.16,0.18,0.16,0.12,0.18,0.16,0.24,0.24,0.18,0.22,0.259176,0.249504,0.34298256,0.8237760000000001,0.05917600000000012,0.27843774592000003,0.30767370924160004,0,lower,elevated,monitor_and_rebuild_margin
justice_centered_stress_relief,FHS008,Regenerative watershed-city region,regional_transition,Europe,compound_climate_stress,0.78,0.2856,0.258,0.24080000000000001,0.2688,0.246,0.23520000000000002,0.2816,0.21320000000000003,0.20159999999999997,0.22799999999999998,0.1976,0.98,0.98,0.28,0.64,0.16,0.14,0.14,0.16,0.18,0.16,0.12,0.18,0.16,0.24,0.24,0.18,0.22,0.23737200000000003,0.21973600000000001,0.31507192,0.851992,0.017372000000000054,0.24103331532800001,0.26465458023014404,0,lower,elevated,monitor_and_rebuild_margin
maintenance_and_buffer_restoration,FHS006,Dryland smallholder farming region,food_water_system,Sub-Saharan Africa,drought_heat,0.64,0.7728,0.5776,0.41040000000000004,0.5704,0.6120000000000001,0.528,0.738,0.648,0.6708000000000001,0.7360000000000001,0.5336,0.52,0.52,0.78,0.76,0.08,0.24,0.24,0.08,0.1,0.12,0.1,0.1,0.14,0.08,0.08,0.1,0.16,0.62888,0.5608960000000001,0.6777280000000001,0.440376,0.26888,0.6572219584000001,0.8366435530432,0.39626755304320005,elevated,moderate,justice_centered_margin_repair
maintenance_and_buffer_restoration,FHS002,Overloaded public health system,public_health,Latin America,heat_disease_workforce,0.74,0.6992,0.4712,0.44079999999999997,0.644,0.5940000000000001,0.5632,0.54,0.7020000000000001,0.2924,0.7544,0.5888,0.6,0.6,0.76,0.9,0.08,0.24,0.24,0.08,0.1,0.12,0.1,0.1,0.14,0.08,0.08,0.1,0.16,0.57202,0.5770640000000001,0.6133380000000002,0.550592,0.31201999999999996,0.6506549280000001,0.8237291388480001,0.27313713884800017,elevated,moderate,justice_centered_margin_repair
maintenance_and_buffer_restoration,FHS003,Degraded watershed and water utility,watershed_ecology,South America,drought_flood,0.7,0.7176,0.5319999999999999,0.42560000000000003,0.4968000000000001,0.522,0.4576,0.684,0.54,0.7051999999999999,0.47840000000000005,0.4232,0.58,0.58,0.5,0.78,0.08,0.24,0.24,0.08,0.1,0.12,0.1,0.1,0.14,0.08,0.08,0.1,0.16,0.5560240000000001,0.484984,0.6262830400000001,0.4944,0.25602400000000003,0.5925247006720001,0.6962165232896002,0.20181652328960015,moderate,moderate,performance_metric_redesign
maintenance_and_buffer_restoration,FHS001,Aging coastal bridge network,critical_infrastructure,North America,storm_surge_flood,0.78,0.6624,0.5016,0.5624,0.5336,0.558,0.528,0.6120000000000001,0.5040000000000001,0.36119999999999997,0.46,0.4416,0.64,0.62,0.52,0.86,0.08,0.24,0.24,0.08,0.1,0.12,0.1,0.1,0.14,0.08,0.08,0.1,0.16,0.5131280000000001,0.5153840000000001,0.6066500800000001,0.541696,0.29312800000000017,0.5979194081280003,0.7067407404072963,0.16504474040729633,elevated,moderate,performance_metric_redesign
maintenance_and_buffer_restoration,FHS004,Just-in-time food distribution corridor,food_supply_chain,Global,supply_disruption,0.86,0.6256,0.5472,0.3496,0.46,0.522,0.4752,0.558,0.5760000000000001,0.258,0.5152000000000001,0.4048,0.6799999999999999,0.56,0.62,0.84,0.08,0.24,0.24,0.08,0.1,0.12,0.1,0.1,0.14,0.08,0.08,0.1,0.16,0.48300800000000005,0.46234400000000003,0.56449088,0.531112,0.3430080000000001,0.568221482752,0.691525544509184,0.160413544509184,moderate,moderate,performance_metric_redesign
maintenance_and_buffer_restoration,FHS005,Centralized digital civic platform,digital_infrastructure,Asia,cyber_outage,0.82,0.6072000000000001,0.5168,0.3952,0.5152000000000001,0.54,0.5104,0.48600000000000004,0.558,0.2064,0.3864,0.46,0.74,0.64,0.44,0.82,0.08,0.24,0.24,0.08,0.1,0.12,0.1,0.1,0.14,0.08,0.08,0.1,0.16,0.46219600000000005,0.485856,0.53322216,0.588008,0.282196,0.5409494174720001,0.6242556277626881,0.036247627762688084,moderate,moderate,performance_metric_redesign
maintenance_and_buffer_restoration,FHS007,Community microgrid network,energy_system,Europe,storm_grid_stress,0.8,0.3496,0.2432,0.22799999999999998,0.3128,0.324,0.264,0.30600000000000005,0.25200000000000006,0.2236,0.3128,0.25760000000000005,0.86,0.88,0.3,0.7,0.08,0.24,0.24,0.08,0.1,0.12,0.1,0.1,0.14,0.08,0.08,0.1,0.16,0.27192000000000005,0.28123200000000004,0.35522560000000003,0.799832,0.0719200000000001,0.29862416320000007,0.32997970033600005,0,lower,elevated,monitor_and_rebuild_margin
maintenance_and_buffer_restoration,FHS008,Regenerative watershed-city region,regional_transition,Europe,compound_climate_stress,0.78,0.3128,0.22799999999999998,0.21280000000000002,0.2944,0.27,0.24640000000000004,0.28800000000000003,0.234,0.2064,0.276,0.23920000000000002,0.9,0.92,0.28,0.64,0.08,0.24,0.24,0.08,0.1,0.12,0.1,0.1,0.14,0.08,0.08,0.1,0.16,0.24860400000000002,0.24930400000000003,0.32633784000000005,0.82744,0.028604000000000074,0.25917662105600003,0.28457592991948805,0,lower,elevated,monitor_and_rebuild_margin
monitoring_and_signal_repair,FHS006,Dryland smallholder farming region,food_water_system,Sub-Saharan Africa,drought_heat,0.64,0.7728,0.6992,0.4968000000000001,0.5332,0.5168,0.516,0.7707999999999999,0.648,0.7488,0.7360000000000001,0.5104,0.6599999999999999,0.48,0.78,0.76,0.08,0.08,0.08,0.14,0.24,0.14,0.06,0.1,0.04,0.08,0.12,0.24,0.12,0.667008,0.49744800000000006,0.6874156800000001,0.417128,0.30700800000000006,0.665461617408,0.8471326389603839,0.43000463896038393,elevated,moderate,threshold_avoidance_priority
monitoring_and_signal_repair,FHS002,Overloaded public health system,public_health,Latin America,heat_disease_workforce,0.74,0.6992,0.5704,0.5336,0.602,0.5016,0.5504,0.564,0.7020000000000001,0.3264,0.7544,0.5632,0.74,0.56,0.76,0.9,0.08,0.08,0.08,0.14,0.24,0.14,0.06,0.1,0.04,0.08,0.12,0.24,0.12,0.601892,0.512648,0.61734152,0.536544,0.341892,0.65192212288,0.82533340756608,0.28878940756607996,elevated,moderate,justice_centered_margin_repair
monitoring_and_signal_repair,FHS003,Degraded watershed and water utility,watershed_ecology,South America,drought_flood,0.7,0.7176,0.644,0.5152000000000001,0.46440000000000003,0.44079999999999997,0.4472,0.7143999999999999,0.54,0.7871999999999999,0.47840000000000005,0.4048,0.72,0.54,0.5,0.78,0.08,0.08,0.08,0.14,0.24,0.14,0.06,0.1,0.04,0.08,0.12,0.24,0.12,0.59412,0.4277200000000001,0.6362872,0.474848,0.29411999999999994,0.60264343296,0.7081060337280001,0.23325803372800008,elevated,moderate,performance_metric_redesign
monitoring_and_signal_repair,FHS001,Aging coastal bridge network,critical_infrastructure,North America,storm_surge_flood,0.78,0.6624,0.6072000000000001,0.6808000000000001,0.49879999999999997,0.4712,0.516,0.6392,0.5040000000000001,0.40319999999999995,0.46,0.4224,0.78,0.5800000000000001,0.52,0.86,0.08,0.08,0.08,0.14,0.24,0.14,0.06,0.1,0.04,0.08,0.12,0.24,0.12,0.549336,0.455272,0.61437776,0.524896,0.3293360000000001,0.6055203548160001,0.7157250593925121,0.19082905939251205,elevated,moderate,performance_metric_redesign
monitoring_and_signal_repair,FHS004,Just-in-time food distribution corridor,food_supply_chain,Global,supply_disruption,0.86,0.6256,0.6624,0.4232,0.43,0.44079999999999997,0.46440000000000003,0.5828,0.5760000000000001,0.288,0.5152000000000001,0.3872,0.82,0.52,0.62,0.84,0.08,0.08,0.08,0.14,0.24,0.14,0.06,0.1,0.04,0.08,0.12,0.24,0.12,0.513232,0.40580800000000006,0.57046592,0.5114799999999999,0.373232,0.572555520768,0.6968000687746561,0.18532006877465612,moderate,moderate,performance_metric_redesign
monitoring_and_signal_repair,FHS005,Centralized digital civic platform,digital_infrastructure,Asia,cyber_outage,0.82,0.6072000000000001,0.6256,0.47840000000000005,0.48160000000000003,0.45599999999999996,0.49879999999999997,0.5076,0.558,0.2304,0.3864,0.44,0.88,0.6,0.44,0.82,0.08,0.08,0.08,0.14,0.24,0.14,0.06,0.1,0.04,0.08,0.12,0.24,0.12,0.491732,0.42708,0.5373543199999999,0.5711280000000001,0.311732,0.543653676544,0.6273763427317759,0.05624834273177581,moderate,moderate,performance_metric_redesign
monitoring_and_signal_repair,FHS007,Community microgrid network,energy_system,Europe,storm_grid_stress,0.8,0.3496,0.2944,0.276,0.2924,0.2736,0.258,0.3196,0.25200000000000006,0.2496,0.3128,0.24640000000000004,1,0.84,0.3,0.7,0.08,0.08,0.08,0.14,0.24,0.14,0.06,0.1,0.04,0.08,0.12,0.24,0.12,0.28860800000000003,0.238256,0.35613728,0.803976,0.08860800000000002,0.29695839296,0.3281390242208,0,lower,elevated,monitor_and_rebuild_margin
monitoring_and_signal_repair,FHS008,Regenerative watershed-city region,regional_transition,Europe,compound_climate_stress,0.78,0.3128,0.276,0.25760000000000005,0.2752,0.22799999999999998,0.24080000000000001,0.3008,0.234,0.2304,0.276,0.2288,1,0.88,0.28,0.64,0.08,0.08,0.08,0.14,0.24,0.14,0.06,0.1,0.04,0.08,0.12,0.24,0.12,0.26418800000000003,0.214944,0.32838168,0.823216,0.044188000000000116,0.259580070912,0.28501891786137606,0,lower,elevated,monitor_and_rebuild_margin
resilience_margin_rebuild,FHS006,Dryland smallholder farming region,food_water_system,Sub-Saharan Africa,drought_heat,0.64,0.672,0.5624,0.3996,0.4712,0.5168,0.45599999999999996,0.656,0.5472,0.5928,0.6080000000000001,0.44079999999999997,0.6599999999999999,0.62,0.78,0.76,0.2,0.26,0.26,0.24,0.24,0.24,0.2,0.24,0.24,0.24,0.24,0.24,0.26,0.5545359999999999,0.4631680000000001,0.6076929600000001,0.517904,0.19453599999999993,0.563304766976,0.7170869683604479,0.1991829683604479,elevated,moderate,justice_centered_margin_repair
resilience_margin_rebuild,FHS002,Overloaded public health system,public_health,Latin America,heat_disease_workforce,0.74,0.6080000000000001,0.4588,0.42919999999999997,0.5319999999999999,0.5016,0.4864,0.48,0.5928,0.2584,0.6232,0.4864,0.74,0.7,0.76,0.9,0.2,0.26,0.26,0.24,0.24,0.24,0.2,0.24,0.24,0.24,0.24,0.24,0.26,0.502552,0.47476799999999997,0.55201712,0.623208,0.242552,0.55830044928,0.70680836878848,0.08360036878847998,elevated,moderate,justice_centered_margin_repair
resilience_margin_rebuild,FHS003,Degraded watershed and water utility,watershed_ecology,South America,drought_flood,0.7,0.6240000000000001,0.518,0.41440000000000005,0.41040000000000004,0.44079999999999997,0.3952,0.6080000000000001,0.45599999999999996,0.6232,0.3952,0.3496,0.72,0.6799999999999999,0.5,0.78,0.2,0.26,0.26,0.24,0.24,0.24,0.2,0.24,0.24,0.24,0.24,0.24,0.26,0.49308799999999997,0.39792000000000005,0.56362688,0.57044,0.19308799999999993,0.510476528384,0.5998099208512001,0.02936992085120016,moderate,moderate,monitor_and_rebuild_margin
resilience_margin_rebuild,FHS001,Aging coastal bridge network,critical_infrastructure,North America,storm_surge_flood,0.78,0.576,0.4884,0.5476,0.44079999999999997,0.4712,0.45599999999999996,0.544,0.42560000000000003,0.3192,0.38,0.3648,0.78,0.72,0.52,0.86,0.2,0.26,0.26,0.24,0.24,0.24,0.2,0.24,0.24,0.24,0.24,0.24,0.26,0.456816,0.422352,0.54756256,0.6160239999999999,0.23681600000000003,0.5179834344959999,0.6122564195742719,0,moderate,moderate,monitor_and_rebuild_margin
resilience_margin_rebuild,FHS004,Just-in-time food distribution corridor,food_supply_chain,Global,supply_disruption,0.86,0.544,0.5327999999999999,0.34040000000000004,0.38,0.44079999999999997,0.41040000000000004,0.496,0.4864,0.22799999999999998,0.42560000000000003,0.33440000000000003,0.82,0.66,0.62,0.84,0.2,0.26,0.26,0.24,0.24,0.24,0.2,0.24,0.24,0.24,0.24,0.24,0.26,0.42775199999999997,0.37692800000000004,0.50948112,0.6047680000000001,0.2877519999999999,0.492674766848,0.599585191254016,0,moderate,moderate,performance_metric_redesign
resilience_margin_rebuild,FHS005,Centralized digital civic platform,digital_infrastructure,Asia,cyber_outage,0.82,0.528,0.5032,0.38480000000000003,0.42560000000000003,0.45599999999999996,0.44079999999999997,0.43200000000000005,0.4712,0.1824,0.3192,0.38,0.88,0.74,0.44,0.82,0.2,0.26,0.26,0.24,0.24,0.24,0.2,0.24,0.24,0.24,0.24,0.24,0.26,0.41022400000000003,0.39527999999999996,0.48107424000000004,0.659952,0.23022399999999998,0.467108004608,0.5390426373176319,0,moderate,elevated,monitor_and_rebuild_margin
resilience_margin_rebuild,FHS007,Community microgrid network,energy_system,Europe,storm_grid_stress,0.8,0.30400000000000005,0.2368,0.222,0.2584,0.2736,0.22799999999999998,0.272,0.21280000000000002,0.1976,0.2584,0.21280000000000002,1,0.98,0.3,0.7,0.2,0.26,0.26,0.24,0.24,0.24,0.2,0.24,0.24,0.24,0.24,0.24,0.26,0.24027200000000004,0.22009600000000001,0.32184992,0.865728,0.040272000000000086,0.25263494144000004,0.2791616102912,0,lower,elevated,monitor_and_rebuild_margin
resilience_margin_rebuild,FHS008,Regenerative watershed-city region,regional_transition,Europe,compound_climate_stress,0.78,0.272,0.222,0.20720000000000002,0.2432,0.22799999999999998,0.21280000000000002,0.256,0.1976,0.1824,0.22799999999999998,0.1976,1,1,0.28,0.64,0.2,0.26,0.26,0.24,0.24,0.24,0.2,0.24,0.24,0.24,0.24,0.24,0.26,0.219856,0.197904,0.29642336,0.8784400000000001,0,0.21923128422399998,0.240715950077952,0,lower,elevated,monitor_and_rebuild_margin
