system_id,system_name,sector,region,criticality,hazard_exposure,asset_fragility,cyber_physical_risk,redundancy,maintenance_capacity,governance_capacity,recovery_capacity,backup_capacity,workforce_readiness,service_demand_under_stress,social_vulnerability,failure_pressure,interdependence_exposure,resilience_capacity,cascading_infrastructure_risk,service_continuity_gap,recovery_priority_score,diagnostic_priority,scenario
CIR004,Freight and emergency transport corridor,Transport,North America,0.88,0.7871999999999999,0.6072000000000001,0.36800000000000005,0.7,0.5,0.66,0.5800000000000001,0.64,0.6000000000000001,0.7728,0.5704,0.47480635293696,0.6194003398354797,0.6140000000000001,0.9273834414341016,0.15879999999999994,1.3170434414341015,map_dependencies_and_reduce_cascading_exposure,dependency_mapping_and_redundancy
CIR008,Local emergency operations and public warning system,Emergency Services,North America,0.86,0.6336,0.4416,0.6256,0.78,0.66,0.82,0.76,0.78,0.76,0.7544,0.6256,0.29331355867545605,0.9389170549874001,0.7576,0.9645607164523501,0,1.3046807164523502,map_dependencies_and_reduce_cascading_exposure,dependency_mapping_and_redundancy
CIR007,Food logistics cold-chain and distribution hub,Food Logistics,North America,0.82,0.6911999999999999,0.5336,0.4968000000000001,0.74,0.58,0.68,0.62,0.6799999999999999,0.62,0.7360000000000001,0.552,0.35502350406451194,0.778918304958795,0.6564000000000001,0.9313121591036974,0.0796,1.2745721591036974,map_dependencies_and_reduce_cascading_exposure,dependency_mapping_and_redundancy
CIR002,Urban drinking water treatment and pumping system,Water,North America,0.92,0.7103999999999999,0.5704,0.5336,0.72,0.52,0.68,0.6,0.66,0.62,0.7912,0.644,0.442418416361472,0.49168791193706496,0.6339999999999999,0.7965872320106796,0.15720000000000012,1.2104072320106798,monitor_and_strengthen_infrastructure_resilience,dependency_mapping_and_redundancy
CIR001,Regional electric distribution grid,Energy,North America,0.94,0.7488,0.5336,0.6624,0.8,0.58,0.72,0.6599999999999999,0.76,0.66,0.8096,0.5888,0.46266198043852796,0.2612127534214349,0.6976,0.5843617564557528,0.11199999999999999,0.9763217564557528,strengthen_cyber_physical_resilience,dependency_mapping_and_redundancy
CIR006,Payment and municipal finance operations platform,Finance,North America,0.78,0.4608,0.4048,0.7544,0.8600000000000001,0.7200000000000001,0.7999999999999999,0.72,0.8200000000000001,0.74,0.644,0.4416,0.18391129148620802,0.6536242983483114,0.7792,0.6159129630292111,0,0.8992329630292111,map_dependencies_and_reduce_cascading_exposure,dependency_mapping_and_redundancy
CIR003,Metropolitan hospital network,Health,North America,0.96,0.6392,0.35,0.644,0.5800000000000001,0.8200000000000001,0.74,0.72,0.64,0.76,0.8464,0.648,0.26318062847999996,0.8215669258275943,0.7072,0.8833035811909957,0.1392,1.3016235811909955,map_dependencies_and_reduce_cascading_exposure,maintenance_and_asset_management
CIR005,Telecommunications and emergency communications backbone,Communications,North America,0.9,0.6579999999999999,0.364,0.7176,0.56,0.8,0.6799999999999999,0.64,0.5800000000000001,0.7,0.8096,0.5940000000000001,0.269701050528,0.7137320983197439,0.6604,0.8143441354201304,0.1492,1.2103641354201304,map_dependencies_and_reduce_cascading_exposure,maintenance_and_asset_management
CIR008,Local emergency operations and public warning system,Emergency Services,North America,0.86,0.6204,0.33599999999999997,0.6256,0.5800000000000001,0.8400000000000001,0.8,0.78,0.64,0.8200000000000001,0.7544,0.6120000000000001,0.21852391486463996,0.8250633309050603,0.7388000000000001,0.8245386418766526,0.015599999999999836,1.1673986418766527,map_dependencies_and_reduce_cascading_exposure,maintenance_and_asset_management
CIR004,Freight and emergency transport corridor,Transport,North America,0.88,0.7707999999999999,0.46199999999999997,0.36800000000000005,0.5,0.68,0.64,0.6000000000000001,0.5,0.66,0.7728,0.558,0.3537393345023999,0.5442914311054294,0.5952,0.7675680745225878,0.1776000000000001,1.1613280745225878,monitor_and_strengthen_infrastructure_resilience,maintenance_and_asset_management
CIR007,Food logistics cold-chain and distribution hub,Food Logistics,North America,0.82,0.6768,0.40599999999999997,0.4968000000000001,0.54,0.76,0.66,0.64,0.54,0.6799999999999999,0.7360000000000001,0.54,0.26449894211327996,0.6844661387057787,0.6376,0.7863114790429877,0.09840000000000015,1.133751479042988,map_dependencies_and_reduce_cascading_exposure,maintenance_and_asset_management
CIR002,Urban drinking water treatment and pumping system,Water,North America,0.92,0.6956,0.434,0.5336,0.52,0.7,0.66,0.62,0.52,0.6799999999999999,0.7912,0.63,0.32960973501568003,0.4320654995387135,0.6151999999999999,0.6549167314556025,0.17600000000000016,1.0725167314556026,monitor_and_strengthen_infrastructure_resilience,maintenance_and_asset_management
CIR001,Regional electric distribution grid,Energy,North America,0.94,0.7332,0.40599999999999997,0.6624,0.6000000000000001,0.76,0.7,0.6799999999999999,0.62,0.72,0.8096,0.5760000000000001,0.34469155698431997,0.2295379163345408,0.6788,0.4677423568742083,0.13080000000000003,0.8637223568742083,strengthen_cyber_physical_resilience,maintenance_and_asset_management
CIR006,Payment and municipal finance operations platform,Finance,North America,0.78,0.45119999999999993,0.308,0.7544,0.66,0.9000000000000001,0.78,0.74,0.6799999999999999,0.8,0.644,0.432,0.13701724388352,0.574365369007998,0.7604,0.5286095480817322,0,0.8100095480817322,map_dependencies_and_reduce_cascading_exposure,maintenance_and_asset_management
CIR003,Metropolitan hospital network,Health,North America,0.96,0.6528,0.46,0.4619999999999999,0.62,0.64,0.8400000000000001,0.74,0.66,0.8400000000000001,0.8648,0.6624,0.334890786816,1.004759143846183,0.712,1.0913459660547395,0.15280000000000005,1.5173059660547394,map_dependencies_and_reduce_cascading_exposure,cyber_physical_resilience
CIR005,Telecommunications and emergency communications backbone,Communications,North America,0.9,0.6719999999999999,0.47840000000000005,0.5147999999999999,0.6,0.62,0.78,0.66,0.6000000000000001,0.78,0.8271999999999999,0.6072000000000001,0.34146893813760004,0.8721226534428672,0.6652,1.0052084803596317,0.16199999999999992,1.4083484803596318,map_dependencies_and_reduce_cascading_exposure,cyber_physical_resilience
CIR008,Local emergency operations and public warning system,Emergency Services,North America,0.86,0.6336,0.4416,0.4488,0.62,0.66,0.8999999999999999,0.7999999999999999,0.66,0.9,0.7707999999999999,0.6256,0.278423617241088,1.0078776329836363,0.7435999999999999,1.0165105202186586,0.027200000000000002,1.3661505202186586,map_dependencies_and_reduce_cascading_exposure,cyber_physical_resilience
CIR004,Freight and emergency transport corridor,Transport,North America,0.88,0.7871999999999999,0.6072000000000001,0.26399999999999996,0.54,0.5,0.74,0.62,0.52,0.74,0.7896,0.5704,0.45949544644608,0.6640132119713021,0.5999999999999999,0.960507325833408,0.1896000000000001,1.360947325833408,map_dependencies_and_reduce_cascading_exposure,cyber_physical_resilience
CIR007,Food logistics cold-chain and distribution hub,Food Logistics,North America,0.82,0.6911999999999999,0.5336,0.3564,0.5800000000000001,0.58,0.76,0.66,0.56,0.76,0.752,0.552,0.34016180185497596,0.8375573127879328,0.6424000000000001,0.9759150034677453,0.10959999999999992,1.3296750034677454,map_dependencies_and_reduce_cascading_exposure,cyber_physical_resilience
CIR002,Urban drinking water treatment and pumping system,Water,North America,0.92,0.7103999999999999,0.5704,0.3827999999999999,0.56,0.52,0.76,0.64,0.54,0.76,0.8083999999999999,0.644,0.422742286381056,0.5268300834860236,0.6199999999999999,0.816914450994013,0.1884,1.241654450994013,monitor_and_strengthen_infrastructure_resilience,cyber_physical_resilience
CIR001,Regional electric distribution grid,Energy,North America,0.94,0.7488,0.5336,0.4751999999999999,0.64,0.58,0.8,0.7,0.64,0.8,0.8271999999999999,0.5888,0.43805357921894394,0.2806873470084711,0.6836,0.5855452975607739,0.14359999999999995,0.9885652975607738,monitor_and_strengthen_infrastructure_resilience,cyber_physical_resilience
CIR006,Payment and municipal finance operations platform,Finance,North America,0.78,0.4608,0.4048,0.5411999999999999,0.7,0.7200000000000001,0.8799999999999999,0.76,0.7,0.88,0.6579999999999999,0.4416,0.173054466883584,0.7005750876300312,0.7652,0.6486890215002153,0,0.9320090215002153,map_dependencies_and_reduce_cascading_exposure,cyber_physical_resilience
CIR003,Metropolitan hospital network,Health,North America,0.96,0.6392,0.44,0.616,0.66,0.6799999999999999,0.78,0.8600000000000001,0.76,0.8600000000000001,0.6992,0.6335999999999999,0.32820966604799995,0.9584218400376912,0.7536,1.0119357701152538,0,1.3786557701152538,map_dependencies_and_reduce_cascading_exposure,continuity_and_recovery_capacity
CIR005,Telecommunications and emergency communications backbone,Communications,North America,0.9,0.6579999999999999,0.4576,0.6864,0.64,0.66,0.72,0.78,0.7,0.8,0.6688000000000001,0.5808,0.33609353057279995,0.8325175470154751,0.7068000000000001,0.9357784387393236,0,1.2769384387393237,map_dependencies_and_reduce_cascading_exposure,continuity_and_recovery_capacity
CIR008,Local emergency operations and public warning system,Emergency Services,North America,0.86,0.6204,0.4224,0.5984,0.66,0.7,0.84,0.9199999999999999,0.76,0.9199999999999999,0.6232,0.5984,0.27257026594406397,0.9623376680128288,0.7852,0.9419240547246313,0,1.2766040547246313,map_dependencies_and_reduce_cascading_exposure,continuity_and_recovery_capacity
CIR004,Freight and emergency transport corridor,Transport,North America,0.88,0.7707999999999999,0.5808,0.35200000000000004,0.58,0.54,0.6799999999999999,0.74,0.62,0.76,0.6384,0.5456,0.4424947074662399,0.6347268929940652,0.6416,0.8916188075137803,0,1.2207388075137802,map_dependencies_and_reduce_cascading_exposure,continuity_and_recovery_capacity
CIR007,Food logistics cold-chain and distribution hub,Food Logistics,North America,0.82,0.6768,0.5104,0.4752,0.62,0.62,0.7,0.78,0.6599999999999999,0.78,0.6080000000000001,0.528,0.33037151208652793,0.798549210085058,0.6839999999999999,0.9052188494309,0,1.2158188494309,map_dependencies_and_reduce_cascading_exposure,continuity_and_recovery_capacity
CIR002,Urban drinking water treatment and pumping system,Water,North America,0.92,0.6956,0.5456,0.5104,0.6,0.56,0.7,0.76,0.64,0.78,0.6536,0.616,0.41153136259276796,0.5038160100911308,0.6616,0.7616251651422338,0,1.1148251651422338,monitor_and_strengthen_infrastructure_resilience,continuity_and_recovery_capacity
CIR001,Regional electric distribution grid,Energy,North America,0.94,0.7332,0.5104,0.6335999999999999,0.68,0.62,0.74,0.8200000000000001,0.74,0.8200000000000001,0.6688000000000001,0.5632,0.42978066940723186,0.2677692591271526,0.7252000000000001,0.5493077293378231,0,0.8969477293378232,monitor_and_strengthen_infrastructure_resilience,continuity_and_recovery_capacity
CIR006,Payment and municipal finance operations platform,Finance,North America,0.78,0.45119999999999993,0.3872,0.7215999999999999,0.74,0.76,0.82,0.8800000000000001,0.8,0.8999999999999999,0.5319999999999999,0.4224,0.170685874225152,0.6697797982532591,0.8068,0.603162742180286,0,0.8826427421802859,map_dependencies_and_reduce_cascading_exposure,continuity_and_recovery_capacity
CIR003,Metropolitan hospital network,Health,North America,0.96,0.5304000000000001,0.32999999999999996,0.4619999999999999,0.78,0.8200000000000001,0.8800000000000001,0.8600000000000001,0.8,0.9000000000000001,0.6624,0.504,0.19520128742399998,0.4658614916270515,0.8348,0.4751323993162108,0,0.8159323993162109,monitor_and_strengthen_infrastructure_resilience,integrated_infrastructure_resilience
CIR005,Telecommunications and emergency communications backbone,Communications,North America,0.9,0.5459999999999999,0.34319999999999995,0.5147999999999999,0.76,0.8,0.8200000000000001,0.78,0.74,0.8400000000000001,0.6335999999999999,0.46199999999999997,0.19903556312639994,0.40436393408611193,0.788,0.44340959282138753,0,0.7608095928213876,monitor_and_strengthen_infrastructure_resilience,integrated_infrastructure_resilience
CIR008,Local emergency operations and public warning system,Emergency Services,North America,0.86,0.5148,0.31679999999999997,0.4488,0.78,0.8400000000000001,0.94,0.9199999999999999,0.8,0.96,0.5903999999999999,0.476,0.16228767907123198,0.4673073943691112,0.8664,0.4389821026058421,0,0.7491821026058421,monitor_and_strengthen_infrastructure_resilience,integrated_infrastructure_resilience
CIR004,Freight and emergency transport corridor,Transport,North America,0.88,0.6396,0.4356,0.26399999999999996,0.7,0.68,0.78,0.74,0.66,0.8,0.6048,0.434,0.26783090560511996,0.3078729736212049,0.7228000000000001,0.4390266821672564,0,0.7458266821672563,monitor_and_strengthen_infrastructure_resilience,integrated_infrastructure_resilience
CIR007,Food logistics cold-chain and distribution hub,Food Logistics,North America,0.82,0.5616,0.3827999999999999,0.3564,0.74,0.76,0.8,0.78,0.7,0.8200000000000001,0.576,0.42,0.19827365896166396,0.38833754482185057,0.7651999999999999,0.4330793071086592,0,0.7220793071086592,monitor_and_strengthen_infrastructure_resilience,integrated_infrastructure_resilience
CIR002,Urban drinking water treatment and pumping system,Water,North America,0.92,0.5772,0.40919999999999995,0.3827999999999999,0.72,0.7,0.8,0.76,0.68,0.8200000000000001,0.6192,0.48999999999999994,0.24640820768678398,0.24426734509457274,0.7428000000000001,0.3746817068574335,0,0.7026817068574335,monitor_and_strengthen_infrastructure_resilience,integrated_infrastructure_resilience
CIR001,Regional electric distribution grid,Energy,North America,0.94,0.6084,0.3827999999999999,0.4751999999999999,0.8,0.76,0.8400000000000001,0.8200000000000001,0.78,0.8600000000000001,0.6335999999999999,0.44799999999999995,0.255332860713216,0.1301420613677184,0.8064,0.27860158670487883,0,0.6032015867048789,monitor_and_strengthen_infrastructure_resilience,integrated_infrastructure_resilience
CIR006,Payment and municipal finance operations platform,Finance,North America,0.78,0.3744,0.2904,0.5411999999999999,0.8600000000000001,0.9000000000000001,0.9199999999999999,0.8800000000000001,0.8400000000000001,0.94,0.504,0.33599999999999997,0.10087006289817599,0.32482506610563605,0.888,0.28135056088364074,0,0.5435505608836407,monitor_and_strengthen_infrastructure_resilience,integrated_infrastructure_resilience
